drug_code,drug_name,atc,drug_form,composition,excipients
43518036,DURFENTA*3CER 50MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Film di polietilene tereftalato con rivestimento di rilascio in fluorocarbonio#Film colorato di polietilene tereftalato/etilen-vinil-acetato copolimero#Silicone adesivo (polidimetilsiloxano, resina di silicati)#Polidimetilsiloxano#Film di etilene vinilacetato copolimero#inchiostri di stampa (beige e arancione o rosso o verde o blu o grigio)"
36750053,FENTANIL SAND*14CER 25MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,polietilene-tereftalato/etilenvinilacetato-copolimero#etanolo 96 %#idrossietilcellulosa#acqua depurata#etilenvinilacetato-copolimero#adesivo medico in silicone#polietilene-tereftalato#rilascio protetto
37405166,MATRIFEN*1CER TRANSD 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
10386011,HIRUDOID 25000UI*CREMA 40G,C05BA01,CREMA DERMATOLOGICA,glicosaminoglicanopolisolfato,glicerolo (e422)#potassio idrossido#acido stearico#lanolina#alcool cetostearilico#alcool miristico#timolo#metilparabene#propilparabene#alcool isopropilico#acqua depurata
37405141,MATRIFEN*10CER TRANSD 50MCG/OR,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
47963057,FENROO*4CPR ORO 400MCG,N02AB03,COMPRESSE ORODISPERSIBILI,fentanil,mannite#sorbitolo (e420)#acido citrico (e330)#macrogol#arginina#magnesio stearato (e470b)
38736068,ABSTRAL*30CPR SUBL 200MCG,N02AB03,COMPRESSE SUBLINGUALI,fentanil,mannite#cellulosa microcristallina silicizzata#sodio croscarmelloso#magnesio stearato (e470b)
37609106,FENTANIL ZENT*5CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,Fentanil,strato adesivo poliacrilico#foglio di polipropilene#inchiostro da stampa di colore blu#foglio di polietilene tereftalato (siliconato)
39014194,ALGHEDON*1CER 100MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Film di polietilene tereftalato con rivestimento di rilascio in fluorocarbonio#Film di polietilene tereftalato pigmentato/etilen-vinil-acetato copolimero#Silicone adesivo (polidimetilsiloxano, resina di silicati)#Polidimetilsiloxano#Film di etilene vinilacetato copolimero#inchiostri di stampa (beige e arancione o rosso o verde o blu o grigio)"
38736118,ABSTRAL*10CPR SUBL 600MCG,N02AB03,COMPRESSE SUBLINGUALI,fentanil,mannite#cellulosa microcristallina silicizzata#sodio croscarmelloso#magnesio stearato (e470b)
39542105,INSTANYL*2SPR NAS 50MCG MONOD,N02AB03,SPRAY NASALE SOLUZIONE,fentanil citrato,sodio diidrogeno fosfato diidrato#disodio fosfato diidrato#acqua per preparazioni iniettabili
47697026,FENTANIL ARI*28CPR ORO 100MCG,N02AB03,COMPRESSE ORODISPERSIBILI,fentanil,mannite#sorbitolo (e420)#acido citrico anidro#macrogol#arginina#magnesio stearato (e470b)
39784398,FENVEL*16CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,Pellicola adesiva in poliacrilato#Foglio di polipropilene#Inchiostro blu per stampa#foglio di polietilene tereftalato (siliconato)
38407159,FENTICER*3CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"lamina di polietilen-tereftalato, siliconata#resina di colofonia (idrogenata)#copolimero di 2-etilesilacrilato vinil acetato#olio di soia raffinato#lamina di poli(etilentereftalato)#inchiostro da stampa"
37563350,FENPATCH*15CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,Strato adesivo in poliacrilato#Foglio di polipropilene#Inchiostro da stampa di colore blu#foglio di polietilene tereftalato (siliconato)
41164548,BREAKYL*4 FILM BUCCALE 1200MCG,N02AB03,FILM ORODISPERSIBILE,fentanil#fentanil citrato,"propilenglicole (e1520)#sodio benzoato (e211)#metilparabene#propilparabene#ferro ossido (e172)#acido citrico anidro#d,l alfa tocoferolo#fosfato sodico monobasico (anidro)#sodio idrossido#fosfato sodico tribasico (anidro)#policarbofil#idrossipropilcellulosa (e463)#idrossietilcellulosa#sodio caramelloso#biossido di titanio (e171)#saccarina sodica#olio di menta piperita"
37609043,FENTANIL ZENT*20CER 25MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,strato adesivo poliacrilico#foglio di polipropilene#inchiostro da stampa di colore blu#foglio di polietilene tereftalato (siliconato)
37783139,QUATROFEN*5CER TRANSD 50MCG/OR,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
49018043,SUBLIFEN*5CPR SUBL 200MCG,N02AB03,COMPRESSE SUBLINGUALI,fentanil#fentanil citrato,mannite#cellulosa microcristallina silicizzata#sodio croscarmelloso#magnesio stearato (e470b)
38407235,FENTICER*5CER 100MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"lamina di polietilen-tereftalato, siliconata#resina di colofonia (idrogenata)#copolimero di 2-etilesilacrilato vinil acetato#olio di soia raffinato#lamina di poli(etilentereftalato)#inchiostro da stampa"
42415289,VELLOFENT*30CPR SUBL 400MCG,N02AB03,COMPRESSE SUBLINGUALI,fentanil,"calcio fosfato bibasico, anidro#cellulosa microcristallina (e460)#disodio fosfato anidro#metilidrossipropilcellulosa#macrogol#magnesio stearato (e470b)#Maltodestrina#biossido di titanio (e171)#triacetina (e1518)#Inchiostro da stampa [gommalacca#ferro ossido nero (e172)"
45975087,IFYLTAN*30PASTL 400MCG,N02AB03,PASTIGLIE,fentanil,"Destrati idrati#acido citrico anidro#disodio fosfato anidro#magnesio stearato (e470b)#Aroma artificiale ai frutti di bosco (componenti principali amido di tapioca, gomma arabica (E 414) e triacetina)"
45975202,IFYLTAN*30PASTL 1200MCG,N02AB03,PASTIGLIE,fentanil,"Destrati idrati#acido citrico anidro#disodio fosfato anidro#magnesio stearato (e470b)#Aroma artificiale ai frutti di bosco (componenti principali amido di tapioca, gomma arabica (E 414) e triacetina)"
42415164,VELLOFENT*30CPR SUBL 133MCG,N02AB03,COMPRESSE SUBLINGUALI,fentanil,"calcio fosfato bibasico, anidro#cellulosa microcristallina (e460)#disodio fosfato anidro#metilidrossipropilcellulosa#macrogol#magnesio stearato (e470b)#Maltodestrina#biossido di titanio (e171)#triacetina (e1518)#Inchiostro da stampa [gommalacca#ferro ossido nero (e172)"
39542129,INSTANYL*8SPRAY NAS 50MCG 1D,N02AB03,SPRAY NASALE SOLUZIONE,fentanil citrato,sodio diidrogeno fosfato diidrato#disodio fosfato diidrato#acqua per preparazioni iniettabili
39542117,INSTANYL*6SPR NAS 50MCG MONOD,N02AB03,SPRAY NASALE SOLUZIONE,fentanil citrato,sodio diidrogeno fosfato diidrato#disodio fosfato diidrato#acqua per preparazioni iniettabili
37405255,MATRIFEN*20CER TRANSD 100MCG/O,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
39542042,INSTANYL*SPRAY NAS10D 100MCG/D,N02AB03,SPRAY NASALE SOLUZIONE,fentanil#fentanil citrato,sodio diidrogeno fosfato diidrato#disodio fosfato diidrato#acqua depurata
37563095,FENPATCH*3CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,Strato adesivo in poliacrilato#Foglio di polipropilene#Inchiostro da stampa di colore blu#foglio di polietilene tereftalato (siliconato)
37783230,QUATROFEN*5CER TRANSD 100MCG/O,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
37609017,FENTANIL ZENT*3CER 25MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,Fentanil,strato adesivo poliacrilico#foglio di polipropilene#inchiostro da stampa di colore blu#foglio di polietilene tereftalato (siliconato)
37405127,MATRIFEN*3CER TRANSD 50MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
35399435,ACTIQ*15PASTL MUCOSA OS1200MCG,N02AB03,PASTIGLIE,fentanil citrato,"Destrani idrati (contenenti glucosio)#acido citrico (e330)#Sodio fosfato dibasico#Aroma artificiale ai frutti di bosco (maltodestrina (contenente glucosio), glicole propilenico, aromi artificiali e trietilcitrato)#magnesio stearato (e470b)"
39784069,FENVEL*10CER 25MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,Pellicola adesiva in poliacrilato#Foglio di polipropilene#Inchiostro blu per stampa#foglio di polietilene tereftalato (siliconato)
42415137,VELLOFENT*3CPR SUBL 133MCG,N02AB03,COMPRESSE SUBLINGUALI,fentanil,"calcio fosfato bibasico, anidro#cellulosa microcristallina (e460)#disodio fosfato anidro#metilidrossipropilcellulosa#macrogol#magnesio stearato (e470b)#Maltodestrina#biossido di titanio (e171)#triacetina (e1518)#Inchiostro da stampa [gommalacca#ferro ossido nero (e172)"
42415240,VELLOFENT*30CPR SUBL 267MCG,N02AB03,COMPRESSE SUBLINGUALI,fentanil,"calcio fosfato bibasico, anidro#cellulosa microcristallina (e460)#disodio fosfato anidro#metilidrossipropilcellulosa#macrogol#magnesio stearato (e470b)#Maltodestrina#biossido di titanio (e171)#triacetina (e1518)#Inchiostro da stampa [gommalacca, ferro ossido nero (E172)]"
35399245,ACTIQ*30PASTL MUCOSA OS1600MCG,N02AB03,PASTIGLIE,fentanil citrato,"Destrani idrati (contenenti glucosio)#acido citrico (e330)#Sodio fosfato dibasico#Aroma artificiale ai frutti di bosco (maltodestrina (contenente glucosio), glicole propilenico, aromi artificiali e trietilcitrato)#magnesio stearato (e470b)"
37405457,MATRIFEN*16CER TRANSD 100MCG/O,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
37563121,FENPATCH*20CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,Strato adesivo in poliacrilato#Foglio di polipropilene#Inchiostro da stampa di colore blu#foglio di polietilene tereftalato (siliconato)
42415315,VELLOFENT*15CPR SUBL 400MCG,N02AB03,COMPRESSE SUBLINGUALI,fentanil citrato#fentanil,"calcio fosfato bibasico, anidro#cellulosa microcristallina (e460)#disodio fosfato anidro#metilidrossipropilcellulosa#macrogol#magnesio stearato (e470b)#Maltodestrina#biossido di titanio (e171)#triacetina (e1518)#Inchiostro da stampa [gommalacca, ferro ossido nero (E172)]"
37405418,MATRIFEN*16CER TRANSD 75MCG/OR,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
47963083,FENROO*28CPR ORO 600MCG,N02AB03,COMPRESSE ORODISPERSIBILI,fentanil,mannite#sorbitolo (e420)#acido citrico (e330)#macrogol#arginina#magnesio stearato (e470b)
39784374,FENVEL*8CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,Pellicola adesiva in poliacrilato#Foglio di polipropilene#Inchiostro blu per stampa#foglio di polietilene tereftalato (siliconato)
37405382,MATRIFEN*2CER TRANSD 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
48270108,DOGETIC*30CPR SUBL 800MCG,N02AB03,COMPRESSE SUBLINGUALI,fentanil,mannite#cellulosa microcristallina silicizzata#sodio croscarmelloso#magnesio stearato (e470b)
39784044,FENVEL*5CER 25MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,Pellicola adesiva in poliacrilato#Foglio di polipropilene#Inchiostro blu per stampa#foglio di polietilene tereftalato (siliconato)
37609070,FENTANIL ZENT*10CER 50MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,Fentanil,strato adesivo poliacrilico#foglio di polipropilene#inchiostro da stampa di colore blu#foglio di polietilene tereftalato (siliconato)
41164385,BREAKYL*4 FILM BUCCALE 200MCG,N02AB03,FILM ORODISPERSIBILE,fentanil#fentanil citrato,"propilenglicole (e1520)#sodio benzoato (e211)#metilparabene#propilparabene#ferro ossido (e172)#acido citrico anidro#d,l alfa tocoferolo#fosfato sodico monobasico (anidro)#sodio idrossido#fosfato sodico tribasico (anidro)#policarbofil#idrossipropilcellulosa (e463)#idrossietilcellulosa#sodio caramelloso#biossido di titanio (e171)#saccarina sodica#olio di menta piperita"
38407161,FENTICER*5CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"lamina di polietilen-tereftalato, siliconata#resina di colofonia (idrogenata)#copolimero di 2-etilesilacrilato vinil acetato#olio di soia raffinato#lamina di poli(etilentereftalato)#inchiostro da stampa"
35399070,ACTIQ*15PASTL MUCOSA OS 400MCG,N02AB03,PASTIGLIE,fentanil,"Destrani idrati (contenenti glucosio)#acido citrico (e330)#Sodio fosfato dibasico#Aroma artificiale ai frutti di bosco (maltodestrina (contenente glucosio), glicole propilenico, aromi artificiali e trietilcitrato)#magnesio stearato (e470b)"
39014042,ALGHEDON*10CER 25MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Film di polietilene tereftalato con rivestimento di rilascio in fluorocarbonio#Film di polietilene tereftalato pigmentato/etilen-vinil-acetato copolimero#Silicone adesivo (polidimetilsiloxano, resina di silicati)#Polidimetilsiloxano#Film di etilene vinilacetato copolimero#inchiostri di stampa (beige e arancione o rosso o verde o blu o grigio)"
37405281,MATRIFEN*8CER TRANSD 12MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
43295031,FUCIMIXBETA*CREMA 30G 20+1MG/G,D07CC01,CREMA DERMATOLOGICA,Acido fusidico#Betametasone valerato,Steareth-21#Alcool cetostearilico#vaselina#Paraffina liquida#metilidrossipropilcellulosa#acido citrico monoidrato#metilparabene#propilparabene#Potassio sorbato#All-rac-α-tocoferolo#acqua depurata
39784184,FENVEL*3CER 50MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,Pellicola adesiva in poliacrilato#Foglio di polipropilene#Inchiostro blu per stampa#foglio di polietilene tereftalato (siliconato)
37405406,MATRIFEN*8CER TRANSD 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
39359017,FENTALGON*3CER 25MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Poly(2-ethylhexylacrylate, vinylacetate) (50:50)#poly[2-ethylhexyl)acrylate-co-methylacrylate-co-acrylicacid-co(2,3-epoxypropyl)methacrylate] (61.5:33:5. 5:0.02)#dodecan-1-ol#film di poliestere, trattato con silicone#film colorato di poliestere/etilen-vinil-acetato#inchiostro da stampa"
36730164,FENTANIL HEXAL*14CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,Fentanil,polietilene-tereftalato/etilenvinilacetato-copolimero#etanolo 96 %#idrossietilcellulosa#acqua depurata#etilenvinilacetato-copolimero#silicone medico adesivo#polietilene-tereftalato
45975024,IFYLTAN*3PASTL 200MCG,N02AB03,PASTIGLIE,fentanil,"Destrati idrati#acido citrico anidro#disodio fosfato anidro#magnesio stearato (e470b)#Aroma artificiale ai frutti di bosco (componenti principali amido di tapioca, gomma arabica (E 414) e triacetina)"
45975063,IFYLTAN*3PASTL 400MCG,N02AB03,PASTIGLIE,fentanil,"Destrati idrati#acido citrico anidro#disodio fosfato anidro#magnesio stearato (e470b)#Aroma artificiale ai frutti di bosco (componenti principali amido di tapioca, gomma arabica (E 414) e triacetina)"
37783228,QUATROFEN*3CER TRANSD 100MCG/H,N02AB03,CEROTTI TRANSDERMICI,fentanil,"Glicole dipropilenico#idrossipropilcellulosa (e463)#Dimeticone#silicone adesivo (amino-resistente)#Membrana di rilascio, etilenvinilacetato (EVA)#Pellicola di copertura, film in polietilene tereftalato (PET)#Pellicola protettiva asportabile, film in poliestere rivestito con fluoropolimero#inchiostro da stampa"
35399373,ACTIQ*3PASTL MUCOSA OS 800MCG,N02AB03,PASTIGLIE,fentanil citrato,"Destrani idrati (contenenti glucosio)#acido citrico (e330)#Sodio fosfato dibasico#Aroma artificiale ai frutti di bosco (maltodestrina (contenente glucosio), glicole propilenico, aromi artificiali e trietilcitrato)#magnesio stearato (e470b)"
36750216,FENTANIL SAND*7CER 100MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,Fentanil,polietilene-tereftalato/etilenvinilacetato-copolimero#etanolo 96 %#idrossietilcellulosa#acqua depurata#etilenvinilacetato-copolimero#adesivo medico in silicone#polietilene-tereftalato#rilascio protetto
38407262,FENTICER*14CER 100MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"lamina di polietilen-tereftalato, siliconata#resina di colofonia (idrogenata)#copolimero di 2-etilesilacrilato vinil acetato#olio di soia raffinato#lamina di poli(etilentereftalato)#inchiostro da stampa"
45975214,IFYLTAN*1PASTL 1600MCG,N02AB03,PASTIGLIE,fentanil,"Destrati idrati#acido citrico anidro#disodio fosfato anidro#magnesio stearato (e470b)#Aroma artificiale ai frutti di bosco (componenti principali amido di tapioca, gomma arabica (E 414) e triacetina)"
39784487,FENVEL*20CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,Pellicola adesiva in poliacrilato#Foglio di polipropilene#Inchiostro blu per stampa#foglio di polietilene tereftalato (siliconato)
39784448,FENVEL*5CER 75MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,Pellicola adesiva in poliacrilato#Foglio di polipropilene#Inchiostro blu per stampa#foglio di polietilene tereftalato (siliconato)
38407223,FENTICER*3CER 100MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,fentanil,"lamina di polietilen-tereftalato, siliconata#resina di colofonia (idrogenata)#copolimero di 2-etilesilacrilato vinil acetato#olio di soia raffinato#lamina di poli(etilentereftalato)#inchiostro da stampa"
36730226,FENTANIL HEXAL*14CER 100MCG/OR,N02AB03,CEROTTI TRANSDERMICI,Fentanil,polietilene-tereftalato/etilenvinilacetato-copolimero#etanolo 96 %#idrossietilcellulosa#acqua depurata#etilenvinilacetato-copolimero#silicone medico adesivo#polietilene-tereftalato
36750038,FENTANIL SAND*7CER 25MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,FENTANIL,polietilene-tereftalato/etilenvinilacetato-copolimero#etanolo 96 %#idrossietilcellulosa#acqua depurata#etilenvinilacetato-copolimero#adesivo medico in silicone#polietilene-tereftalato#rilascio protetto
37563158,FENPATCH*10CER 100MCG/ORA,N02AB03,CEROTTI TRANSDERMICI,Fentanil,Strato adesivo in poliacrilato#Foglio di polipropilene#Inchiostro da stampa di colore blu#foglio di polietilene tereftalato (siliconato)
